Club,Year,Transfer_Spend,Transfer_Revenue
SS Lazio,2012-12-31,22840000.0,26380000.0
Udinese Calcio,2012-12-31,21110000.0,70630000.0
Bologna FC 1909,2012-12-31,20780000.0,21100000.0
ACF Fiorentina,2012-12-31,20140000.0,20110000.0
Atalanta BC,2012-12-31,15000000.0,11650000.0
AC Siena,2012-12-31,14330000.0,2430000.0
Parma AC,2012-12-31,11910000.0,31000000.0
Chievo Verona,2012-12-31,11450000.0,13090000.0
AC Cesena,2012-12-31,10470000.0,12250000.0
Cagliari Calcio,2012-12-31,8199999.999999999,25700000.0
Novara Calcio 1908,2012-12-31,5650000.0,2140000.0
Calcio Catania,2012-12-31,4139999.9999999995,13380000.0
US Lecce,2012-12-31,1400000.0,7570000.0
Inter,2013-12-31,76550000.0,63300000.0
Juventus,2013-12-31,72800000.0,23300000.0
AC Milan,2013-12-31,59620000.0,88500000.0
AS Roma,2013-12-31,44170000.0,21560000.0
ACF Fiorentina,2013-12-31,40770000.0,33400000.0
SSC Napoli,2013-12-31,31050000.0,34850000.0
Parma AC,2013-12-31,30040000.0,18350000.0
Udinese Calcio,2013-12-31,27400000.0,60950000.0
Genoa CFC,2013-12-31,26930000.0,74250000.0
US Palermo,2013-12-31,26040000.0,24180000.0
Torino FC,2013-12-31,24980000.0,4380000.0
Sampdoria,2013-12-31,21000000.0,6100000.0
Atalanta BC,2013-12-31,19350000.0,18450000.0
Pescara Calcio,2013-12-31,17880000.0,13300000.0
Cagliari Calcio,2013-12-31,11600000.0,2700000.0
AC Siena,2013-12-31,11420000.0,27250000.0
Chievo Verona,2013-12-31,10300000.0,12630000.0
Bologna FC 1909,2013-12-31,10290000.0,17950000.0
Calcio Catania,2013-12-31,9030000.0,3280000.0
SS Lazio,2013-12-31,1530000.0,950000.0
SSC Napoli,2014-12-31,107450000.0,74200000.0
AS Roma,2014-12-31,76290000.0,120390000.0
Inter,2014-12-31,59890000.0,11000000.0
ACF Fiorentina,2014-12-31,53300000.0,41000000.0
US Sassuolo,2014-12-31,46500000.0,5000000.0
Juventus,2014-12-31,45500000.0,69090000.0
AC Milan,2014-12-31,43130000.0,17400000.0
SS Lazio,2014-12-31,26830000.0,28450000.0
Udinese Calcio,2014-12-31,24410000.0,47700000.0
Genoa CFC,2014-12-31,23440000.0,30230000.0
Torino FC,2014-12-31,20250000.0,21840000.0
Sampdoria,2014-12-31,19600000.0,25450000.0
Parma AC,2014-12-31,13380000.0,35220000.0
Atalanta BC,2014-12-31,11330000.0,6200000.0
Calcio Catania,2014-12-31,8369999.999999999,11090000.0
Hellas Verona,2014-12-31,8100000.0,9500000.0
Bologna FC 1909,2014-12-31,6590000.0,18000000.0
AS Livorno,2014-12-31,4820000.0,1800000.0
Chievo Verona,2014-12-31,3900000.0,5770000.0
Cagliari Calcio,2014-12-31,1800000.0,7300000.0
AS Roma,2015-12-31,101160000.0,42600000.0
Juventus,2015-12-31,60100000.0,24410000.0
SSC Napoli,2015-12-31,34800000.0,20450000.0
Udinese Calcio,2015-12-31,29200000.0,25400000.0
Sampdoria,2015-12-31,24250000.0,27270000.0
Torino FC,2015-12-31,23200000.0,33860000.0
Cagliari Calcio,2015-12-31,22600000.0,21930000.0
Hellas Verona,2015-12-31,22260000.0,30250000.0
US Palermo,2015-12-31,19700000.0,18500000.0
US Sassuolo,2015-12-31,17800000.0,12600000.0
Parma AC,2015-12-31,17740000.0,17750000.0
Inter,2015-12-31,16950000.0,23500000.0
AC Milan,2015-12-31,16900000.0,28200000.0
SS Lazio,2015-12-31,12750000.0,150000.0
Atalanta BC,2015-12-31,11090000.0,18500000.0
AC Cesena,2015-12-31,9850000.0,14650000.0
ACF Fiorentina,2015-12-31,9100000.0,38000000.0
Chievo Verona,2015-12-31,8600000.0,5040000.0
Genoa CFC,2015-12-31,7450000.0,25950000.0
Empoli FC,2015-12-31,860000.0,5360000.0
Juventus,2016-12-31,182500000.0,81280000.0
Inter,2016-12-31,102450000.0,115320000.0
AC Milan,2016-12-31,102270000.0,11160000.0
AS Roma,2016-12-31,60850000.0,134250000.0
SSC Napoli,2016-12-31,42700000.0,18290000.0
SS Lazio,2016-12-31,37250000.0,2370000.0
Sampdoria,2016-12-31,34670000.0,16820000.0
US Sassuolo,2016-12-31,30700000.0,25000000.0
Torino FC,2016-12-31,28340000.0,19750000.0
Bologna FC 1909,2016-12-31,26630000.0,800000.0
ACF Fiorentina,2016-12-31,24900000.0,26850000.0
Atalanta BC,2016-12-31,23830000.0,37950000.0
Udinese Calcio,2016-12-31,21420000.0,74120000.0
Genoa CFC,2016-12-31,16700000.0,43150000.0
US Palermo,2016-12-31,12250000.0,51900000.0
Empoli FC,2016-12-31,6350000.0,11500000.0
Hellas Verona,2016-12-31,6300000.0,1850000.0
Chievo Verona,2016-12-31,6150000.0,15400000.0
Frosinone Calcio,2016-12-31,400000.0,200000.0
Carpi FC 1909,2016-12-31,300000.0,275000.0
Juventus,2017-12-31,163830000.0,176930000.0
Inter,2017-12-31,159930000.0,18500000.0
AS Roma,2017-12-31,102750000.0,43430000.0
SSC Napoli,2017-12-31,99090000.0,116810000.0
Sampdoria,2017-12-31,39650000.0,80700000.0
SS Lazio,2017-12-31,32850000.0,28700000.0
Bologna FC 1909,2017-12-31,31300000.0,16980000.0
AC Milan,2017-12-31,29560000.0,25150000.0
Torino FC,2017-12-31,28800000.0,26430000.0
US Sassuolo,2017-12-31,27610000.0,27800000.0
Genoa CFC,2017-12-31,27200000.0,50300000.0
Udinese Calcio,2017-12-31,26000000.0,32229999.999999996
Atalanta BC,2017-12-31,15940000.0,41330000.0
ACF Fiorentina,2017-12-31,15730000.0,31050000.0
Pescara Calcio,2017-12-31,14290000.0,22270000.0
Chievo Verona,2017-12-31,12570000.0,6280000.0
Cagliari Calcio,2017-12-31,9240000.0,11620000.0
US Palermo,2017-12-31,8480000.0,29250000.0
Empoli FC,2017-12-31,7000000.0,15000000.0
FC Crotone,2017-12-31,5950000.0,7750000.0
AC Milan,2018-12-31,194480000.0,34480000.0
Juventus,2018-12-31,167900000.0,145650000.0
Inter,2018-12-31,137630000.0,79240000.0
AS Roma,2018-12-31,91300000.0,155000000.0
ACF Fiorentina,2018-12-31,79100000.0,93580000.0
SSC Napoli,2018-12-31,68500000.0,17450000.0
Atalanta BC,2018-12-31,61370000.0,89540000.0
Sampdoria,2018-12-31,51000000.0,71460000.0
US Sassuolo,2018-12-31,35600000.0,19250000.0
Cagliari Calcio,2018-12-31,31090000.0,19880000.0
SS Lazio,2018-12-31,28250000.0,73920000.0
Torino FC,2018-12-31,26380000.0,79800000.0
Benevento Calcio,2018-12-31,23080000.0,3980000.0
Udinese Calcio,2018-12-31,22590000.0,17700000.0
Genoa CFC,2018-12-31,14270000.0,46720000.0
Bologna FC 1909,2018-12-31,13000000.0,0.0
SPAL 2013,2018-12-31,8740000.0,1070000.0
Hellas Verona,2018-12-31,3050000.0,8050000.000000001
FC Crotone,2018-12-31,3000000.0,0.0
Chievo Verona,2018-12-31,2950000.0,17670000.0
Juventus,2019-12-31,263200000.0,111200000.0
AC Milan,2019-12-31,193300000.0,88100000.0
AS Roma,2019-12-31,164100000.0,150460000.0
Inter,2019-12-31,97600000.0,86600000.0
SSC Napoli,2019-12-31,71000000.0,100800000.0
Atalanta BC,2019-12-31,59300000.0,25060000.0
Genoa CFC,2019-12-31,58970000.0,84360000.0
ACF Fiorentina,2019-12-31,57740000.0,43370000.0
Sampdoria,2019-12-31,55200000.0,90120000.0
Torino FC,2019-12-31,54150000.0,17200000.0
US Sassuolo,2019-12-31,53150000.0,48880000.0
Udinese Calcio,2019-12-31,49400000.0,13530000.0
SS Lazio,2019-12-31,47230000.0,38600000.0
Bologna FC 1909,2019-12-31,31220000.0,44990000.0
Cagliari Calcio,2019-12-31,23000000.0,7850000.0
SPAL 2013 Ferrara,2019-12-31,21900000.0,2850000.0
Parma AC,2019-12-31,20400000.0,596000.0
Empoli FC,2019-12-31,17300000.0,22900000.0
Frosinone Calcio,2019-12-31,9560000.0,800000.0
Chievo Verona,2019-12-31,9470000.0,17620000.0
Juventus,2020-12-31,224410000.0,202990000.0
SSC Napoli,2020-12-31,194520000.0,48280000.0
Inter,2020-12-31,190320000.0,66190000.0
AS Roma,2020-12-31,115100000.0,106380000.0
AC Milan,2020-12-31,113780000.0,59230000.0
Bologna FC 1909,2020-12-31,67040000.00000001,28680000.0
US Sassuolo,2020-12-31,66090000.0,50450000.0
Sampdoria,2020-12-31,64950000.0,74390000.0
Atalanta BC,2020-12-31,60360000.0,97100000.0
Genoa CFC,2020-12-31,47870000.0,59350000.0
ACF Fiorentina,2020-12-31,47540000.0,16320000.0
SS Lazio,2020-12-31,45630000.0,34700000.0
Cagliari Calcio,2020-12-31,41600000.0,19670000.0
Torino FC,2020-12-31,28800000.0,24400000.0
SPAL 2013 Ferrara,2020-12-31,26150000.0,38200000.0
Parma AC,2020-12-31,23310000.0,18160000.0
Hellas Verona,2020-12-31,22690000.0,34970000.0
Brescia Calcio,2020-12-31,18650000.0,100000.0
Udinese Calcio,2020-12-31,12600000.0,58940000.0
US Lecce,2020-12-31,6200000.0,450000.0
Juventus,2021-12-31,139110000.0,107510000.0
Inter,2021-12-31,108500000.0,82550000.0
Parma AC,2021-12-31,104330000.0,4300000.0
SSC Napoli,2021-12-31,73500000.0,118540000.0
AS Roma,2021-12-31,66099999.99999999,47000000.0
Atalanta BC,2021-12-31,59340000.0,71100000.0
Genoa CFC,2021-12-31,58950000.0,45750000.0
ACF Fiorentina,2021-12-31,51000000.0,55300000.0
Torino FC,2021-12-31,46150000.0,28000000.0
Cagliari Calcio,2021-12-31,33100000.0,44610000.0
AC Milan,2021-12-31,30730000.0,47950000.0
US Sassuolo,2021-12-31,28500000.0,56860000.0
SS Lazio,2021-12-31,27500000.0,5000000.0
Sampdoria,2021-12-31,17150000.0,12100000.0
Hellas Verona,2021-12-31,15750000.0,5300000.0
Benevento Calcio,2021-12-31,11100000.0,1000000.0
FC Crotone,2021-12-31,5490000.0,0.0
Spezia Calcio,2021-12-31,5030000.0,1940000.0
Udinese Calcio,2021-12-31,4500000.0,26600000.0
Bologna FC 1909,2021-12-31,3300000.0,3500000.0
AS Roma,2022-12-31,97750000.0,2220000.0
AC Milan,2022-12-31,72700000.0,3500000.0
Atalanta BC,2022-12-31,68000000.0,37400000.0
Inter,2022-12-31,36000000.0,197050000.0
Juventus,2022-12-31,34500000.0,34000000.0
ACF Fiorentina,2022-12-31,33000000.0,24350000.0
US Sassuolo,2022-12-31,27250000.0,24250000.0
Bologna FC 1909,2022-12-31,27000000.0,18600000.0
Hellas Verona,2022-12-31,23000000.0,11000000.0
SSC Napoli,2022-12-31,19600000.0,0.0
Spezia Calcio,2022-12-31,19000000.0,0.0
Genoa CFC,2022-12-31,17300000.0,21000000.0
AC Venezia,2022-12-31,17090000.0,0.0
Sampdoria,2022-12-31,14000000.0,6000000.0
Cagliari Calcio,2022-12-31,13500000.0,6000000.0
SS Lazio,2022-12-31,12560000.0,7400000.0
Torino FC,2022-12-31,9100000.0,15500000.0
Udinese Calcio,2022-12-31,7500000.0,61000000.0
FC Empoli,2022-12-31,2300000.0,21500000.0
US Salernitana,2022-12-31,800000.0,0.0
Boavista FC,1996-12-31,1000000.0,0.0
SL Benfica,1996-12-31,500000.0,0.0
SC Campomaiorense,1996-12-31,,0.0
Sporting CP,1996-12-31,,4600000.0
FC Porto,1996-12-31,,0.0
SC Braga,1996-12-31,,0.0
CS Marítimo,1996-12-31,,0.0
FC Felgueiras 1932,1996-12-31,,0.0
Vitória Guimarães SC,1996-12-31,,0.0
Gil Vicente FC,1996-12-31,,0.0
CF Estrela Amadora SAD,1996-12-31,,0.0
SC Salgueiros,1996-12-31,,0.0
Belenenses SAD,1996-12-31,,0.0
FC Tirsense,1996-12-31,,0.0
União de Leiria,1996-12-31,,0.0
Leça FC,1996-12-31,,0.0
GD Chaves,1996-12-31,,0.0
SC Farense,1996-12-31,,0.0
FC Porto,1997-12-31,4500000.0,8000000.0
SL Benfica,1997-12-31,,4099999.9999999995
Sporting CP,1997-12-31,,1600000.0
SC Braga,1997-12-31,,500000.0
Vitória Setúbal FC,1997-12-31,,0.0
CS Marítimo,1997-12-31,,0.0
Vitória Guimarães SC,1997-12-31,,2850000.0
Gil Vicente FC,1997-12-31,,0.0
Rio Ave FC,1997-12-31,,0.0
CF Estrela Amadora SAD,1997-12-31,,0.0
SC Salgueiros,1997-12-31,,0.0
Belenenses SAD,1997-12-31,,0.0
Boavista FC,1997-12-31,,0.0
União de Leiria,1997-12-31,,0.0
SC Espinho,1997-12-31,,0.0
Leça FC,1997-12-31,,0.0
GD Chaves,1997-12-31,,0.0
SC Farense,1997-12-31,,0.0
SL Benfica,1998-12-31,13100000.0,1000000.0
Sporting CP,1998-12-31,1220000.0,4800000.0
FC Porto,1998-12-31,700000.0,11900000.0
Boavista FC,1998-12-31,51000.0,2780000.0
SC Campomaiorense,1998-12-31,,0.0
SC Braga,1998-12-31,,0.0
Vitória Setúbal FC,1998-12-31,,700000.0
CS Marítimo,1998-12-31,,0.0
Vitória Guimarães SC,1998-12-31,,0.0
Rio Ave FC,1998-12-31,,0.0
CF Estrela Amadora SAD,1998-12-31,,0.0
SC Salgueiros,1998-12-31,,0.0
Belenenses SAD,1998-12-31,,200000.0
Académica Coimbra,1998-12-31,,0.0
Leça FC,1998-12-31,,0.0
GD Chaves,1998-12-31,,0.0
SC Farense,1998-12-31,,0.0
Varzim SC,1998-12-31,,0.0
FC Porto,1999-12-31,9130000.0,10330000.0
SL Benfica,1999-12-31,1130000.0,14780000.0
SC Braga,1999-12-31,350000.0,0.0
Rio Ave FC,1999-12-31,100000.0,0.0
SC Campomaiorense,1999-12-31,,0.0
Sporting CP,1999-12-31,,2000000.0
Vitória Setúbal FC,1999-12-31,,0.0
CS Marítimo,1999-12-31,,0.0
SC Beira-Mar,1999-12-31,,0.0
Vitória Guimarães SC,1999-12-31,,150000.0
CF Estrela Amadora SAD,1999-12-31,,0.0
SC Salgueiros,1999-12-31,,0.0
Boavista FC,1999-12-31,,0.0
FC Alverca,1999-12-31,,0.0
União de Leiria,1999-12-31,,0.0
Académica Coimbra,1999-12-31,,0.0
GD Chaves,1999-12-31,,0.0
SC Farense,1999-12-31,,0.0
FC Porto,2000-12-31,6600000.0,13500000.0
SL Benfica,2000-12-31,4700000.0,4600000.0
FC Alverca,2000-12-31,2500000.0,0.0
Sporting CP,2000-12-31,1250000.0,3000000.0
União de Leiria,2000-12-31,150000.0,0.0
SC Campomaiorense,2000-12-31,,0.0
SC Braga,2000-12-31,,0.0
Vitória Setúbal FC,2000-12-31,,0.0
CS Marítimo,2000-12-31,,0.0
Vitória Guimarães SC,2000-12-31,,0.0
CD Santa Clara,2000-12-31,,0.0
Gil Vicente FC,2000-12-31,,0.0
Rio Ave FC,2000-12-31,,0.0
CF Estrela Amadora SAD,2000-12-31,,0.0
SC Salgueiros,2000-12-31,,0.0
Belenenses SAD,2000-12-31,,0.0
Boavista FC,2000-12-31,,0.0
SC Farense,2000-12-31,,0.0
SL Benfica,2001-12-31,23020000.0,19450000.0
Sporting CP,2001-12-31,8500000.0,24300000.0
FC Porto,2001-12-31,3900000.0,17050000.0
FC Paços de Ferreira,2001-12-31,1000000.0,0.0
Boavista FC,2001-12-31,700000.0,0.0
SC Campomaiorense,2001-12-31,,0.0
SC Braga,2001-12-31,,1150000.0
CS Marítimo,2001-12-31,,0.0
SC Beira-Mar,2001-12-31,,0.0
Vitória Guimarães SC,2001-12-31,,4000000.0
Gil Vicente FC,2001-12-31,,0.0
CF Estrela Amadora SAD,2001-12-31,,0.0
SC Salgueiros,2001-12-31,,0.0
Belenenses SAD,2001-12-31,,0.0
FC Alverca,2001-12-31,,0.0
União de Leiria,2001-12-31,,0.0
Desportivo Aves,2001-12-31,,0.0
SC Farense,2001-12-31,,0.0
SL Benfica,2002-12-31,22090000.0,20080000.0
Sporting CP,2002-12-31,14950000.0,5580000.0
FC Porto,2002-12-31,5000000.0,3000000.0
SC Braga,2002-12-31,250000.0,5880000.0
União de Leiria,2002-12-31,100000.0,0.0
Vitória Setúbal FC,2002-12-31,,0.0
CS Marítimo,2002-12-31,,0.0
SC Beira-Mar,2002-12-31,,0.0
Vitória Guimarães SC,2002-12-31,,0.0
CD Santa Clara,2002-12-31,,0.0
Gil Vicente FC,2002-12-31,,0.0
SC Salgueiros,2002-12-31,,0.0
Belenenses SAD,2002-12-31,,0.0
Boavista FC,2002-12-31,,2850000.0
FC Alverca,2002-12-31,,5000000.0
FC Paços de Ferreira,2002-12-31,,0.0
SC Farense,2002-12-31,,0.0
Varzim SC,2002-12-31,,0.0
FC Porto,2003-12-31,11400000.0,18200000.0
Sporting CP,2003-12-31,2000000.0,12750000.0
Boavista FC,2003-12-31,1000000.0,0.0
Vitória Guimarães SC,2003-12-31,800000.0,0.0
União de Leiria,2003-12-31,200000.0,2250000.0
SL Benfica,2003-12-31,,1500000.0
Moreirense FC,2003-12-31,,0.0
CD Nacional,2003-12-31,,0.0
SC Braga,2003-12-31,,0.0
Vitória Setúbal FC,2003-12-31,,3230000.0
CS Marítimo,2003-12-31,,2000000.0
SC Beira-Mar,2003-12-31,,0.0
CD Santa Clara,2003-12-31,,0.0
Gil Vicente FC,2003-12-31,,0.0
Belenenses SAD,2003-12-31,,1000000.0
Académica Coimbra,2003-12-31,,0.0
FC Paços de Ferreira,2003-12-31,,0.0
Varzim SC,2003-12-31,,0.0
FC Porto,2004-12-31,8500000.0,10000000.0
Sporting CP,2004-12-31,7600000.0,26850000.0
SL Benfica,2004-12-31,1000000.0,130000.0
CD Nacional,2004-12-31,900000.0,0.0
FC Alverca,2004-12-31,500000.0,0.0
União de Leiria,2004-12-31,134000.0,3750000.0
Vitória Guimarães SC,2004-12-31,130000.0,0.0
Moreirense FC,2004-12-31,,0.0
SC Braga,2004-12-31,,0.0
CS Marítimo,2004-12-31,,0.0
SC Beira-Mar,2004-12-31,,0.0
Gil Vicente FC,2004-12-31,,0.0
Rio Ave FC,2004-12-31,,0.0
CF Estrela Amadora SAD,2004-12-31,,0.0
Belenenses SAD,2004-12-31,,0.0
Boavista FC,2004-12-31,,2900000.0
Académica Coimbra,2004-12-31,,1200000.0
FC Paços de Ferreira,2004-12-31,,0.0
FC Porto,2005-12-31,50100000.0,95250000.0
SL Benfica,2005-12-31,5450000.0,18400000.0
Sporting CP,2005-12-31,3250000.0,4800000.0
Académica Coimbra,2005-12-31,2600000.0,0.0
SC Braga,2005-12-31,2250000.0,9400000.0
Belenenses SAD,2005-12-31,120000.0,0.0
Vitória Guimarães SC,2005-12-31,100000.0,600000.0
Gil Vicente FC,2005-12-31,100000.0,735000.0
SC Beira-Mar,2005-12-31,55000.0,620000.0
Moreirense FC,2005-12-31,,0.0
CD Nacional,2005-12-31,,4000000.0
Vitória Setúbal FC,2005-12-31,,0.0
CS Marítimo,2005-12-31,,4000000.0
GD Estoril Praia,2005-12-31,,500000.0
Rio Ave FC,2005-12-31,,250000.0
Boavista FC,2005-12-31,,2450000.0
União de Leiria,2005-12-31,,0.0
FC Penafiel,2005-12-31,,0.0
FC Porto,2006-12-31,18300000.0,48800000.0
Sporting CP,2006-12-31,8000000.0,7000000.0
SL Benfica,2006-12-31,5800000.0,9800000.0
SC Braga,2006-12-31,1500000.0,8000000.0
Vitória Guimarães SC,2006-12-31,1330000.0,0.0
Académica Coimbra,2006-12-31,900000.0,0.0
CD Nacional,2006-12-31,300000.0,300000.0
FC Penafiel,2006-12-31,300000.0,1900000.0
Belenenses SAD,2006-12-31,250000.0,0.0
União de Leiria,2006-12-31,100000.0,1500000.0
Vitória Setúbal FC,2006-12-31,,1250000.0
CS Marítimo,2006-12-31,,2000000.0
Gil Vicente FC,2006-12-31,,0.0
Rio Ave FC,2006-12-31,,0.0
CF Estrela Amadora SAD,2006-12-31,,500000.0
Boavista FC,2006-12-31,,2280000.0
FC Paços de Ferreira,2006-12-31,,0.0
Naval 1º de Maio,2006-12-31,,0.0
SL Benfica,2007-12-31,10500000.0,11350000.0
FC Porto,2007-12-31,7900000.0,10830000.0
Sporting CP,2007-12-31,1350000.0,6150000.0
Boavista FC,2007-12-31,1100000.0,3950000.0
SC Braga,2007-12-31,750000.0,3650000.0
CF Estrela Amadora SAD,2007-12-31,650000.0,1650000.0
Académica Coimbra,2007-12-31,550000.0,2500000.0
SC Beira-Mar,2007-12-31,300000.0,0.0
Desportivo Aves,2007-12-31,150000.0,300000.0
União de Leiria,2007-12-31,100000.0,2500000.0
CD Nacional,2007-12-31,,1000000.0
Vitória Setúbal FC,2007-12-31,,0.0
CS Marítimo,2007-12-31,,1800000.0
Belenenses SAD,2007-12-31,,1200000.0
FC Paços de Ferreira,2007-12-31,,1600000.0
Naval 1º de Maio,2007-12-31,,100000.0
SL Benfica,2008-12-31,39170000.0,55720000.0
FC Porto,2008-12-31,18270000.0,71350000.0
Sporting CP,2008-12-31,10450000.0,33200000.000000004
SC Braga,2008-12-31,2400000.0,1300000.0
Boavista FC,2008-12-31,755000.0,4099999.9999999995
Naval 1º de Maio,2008-12-31,480000.0,1000000.0
Vitória Guimarães SC,2008-12-31,390000.0,3300000.0
Belenenses SAD,2008-12-31,300000.0,3530000.0
CF Estrela Amadora SAD,2008-12-31,150000.0,650000.0
CS Marítimo,2008-12-31,140000.0,0.0
CD Nacional,2008-12-31,,1850000.0
Vitória Setúbal FC,2008-12-31,,150000.0
União de Leiria,2008-12-31,,1200000.0
Académica Coimbra,2008-12-31,,2200000.0
FC Paços de Ferreira,2008-12-31,,700000.0
Leixões SC,2008-12-31,,0.0
FC Porto,2009-12-31,46650000.0,55000000.0
SL Benfica,2009-12-31,26010000.0,7600000.0
Sporting CP,2009-12-31,9650000.0,0.0
SC Braga,2009-12-31,2130000.0,0.0
Vitória Guimarães SC,2009-12-31,725000.0,5550000.0
CD Nacional,2009-12-31,680000.0,2000000.0
Académica Coimbra,2009-12-31,620000.0,2230000.0
Belenenses SAD,2009-12-31,554000.0,2350000.0
Leixões SC,2009-12-31,100000.0,2570000.0
Vitória Setúbal FC,2009-12-31,,650000.0
CS Marítimo,2009-12-31,,0.0
Rio Ave FC,2009-12-31,,350000.0
CF Estrela Amadora SAD,2009-12-31,,800000.0
FC Paços de Ferreira,2009-12-31,,1800000.0
CD Trofense,2009-12-31,,0.0
Naval 1º de Maio,2009-12-31,,550000.0
SL Benfica,2010-12-31,38300000.0,6830000.0
FC Porto,2010-12-31,31730000.0,72890000.0
Sporting CP,2010-12-31,15470000.0,100000.0
CD Nacional,2010-12-31,800000.0,7500000.0
Vitória Setúbal FC,2010-12-31,600000.0,105000.0
SC Braga,2010-12-31,550000.0,9400000.0
Vitória Guimarães SC,2010-12-31,550000.0,800000.0
União de Leiria,2010-12-31,350000.0,0.0
Leixões SC,2010-12-31,50000.0,800000.0
CS Marítimo,2010-12-31,,200000.0
Rio Ave FC,2010-12-31,,600000.0
Belenenses SAD,2010-12-31,,500000.0
Académica Coimbra,2010-12-31,,200000.0
FC Paços de Ferreira,2010-12-31,,200000.0
SC Olhanense,2010-12-31,,50000.0
Naval 1º de Maio,2010-12-31,,700000.0
SL Benfica,2011-12-31,39130000.0,85680000.0
FC Porto,2011-12-31,36000000.0,38780000.0
Sporting CP,2011-12-31,12800000.0,22300000.0
CD Nacional,2011-12-31,1400000.0,0.0
Vitória Guimarães SC,2011-12-31,1050000.0,10600000.0
SC Braga,2011-12-31,625000.0,8500000.0
SC Olhanense,2011-12-31,250000.0,200000.0
FC Paços de Ferreira,2011-12-31,65000.0,0.0
Vitória Setúbal FC,2011-12-31,,0.0
CS Marítimo,2011-12-31,,100000.0
SC Beira-Mar,2011-12-31,,0.0
Rio Ave FC,2011-12-31,,2300000.0
União de Leiria,2011-12-31,,2900000.0
Académica Coimbra,2011-12-31,,400000.0
Naval 1º de Maio,2011-12-31,,1500000.0
Portimonense SC,2011-12-31,,0.0
FC Porto,2012-12-31,44940000.0,46800000.0
Sporting CP,2012-12-31,34000000.0,6630000.0
SL Benfica,2012-12-31,30960000.0,41190000.0
SC Braga,2012-12-31,5290000.0,24240000.0
Vitória Guimarães SC,2012-12-31,1200000.0,1080000.0
CD Nacional,2012-12-31,750000.0,2600000.0
SC Beira-Mar,2012-12-31,500000.0,1650000.0
FC Paços de Ferreira,2012-12-31,200000.0,750000.0
SC Olhanense,2012-12-31,100000.0,0.0
Vitória Setúbal FC,2012-12-31,,380000.0
CS Marítimo,2012-12-31,,4000000.0
Gil Vicente FC,2012-12-31,,1200000.0
Rio Ave FC,2012-12-31,,2500000.0
União de Leiria,2012-12-31,,800000.0
Académica Coimbra,2012-12-31,,1950000.0
CD Feirense,2012-12-31,,125000.0
SL Benfica,2013-12-31,32060000.000000004,75730000.0
FC Porto,2013-12-31,13070000.0,73840000.0
Sporting CP,2013-12-31,10750000.0,15240000.0
Rio Ave FC,2013-12-31,3100000.0,1200000.0
SC Braga,2013-12-31,850000.0,8500000.0
CD Nacional,2013-12-31,40000.0,4270000.0
Moreirense FC,2013-12-31,,0.0
Vitória Setúbal FC,2013-12-31,,0.0
CS Marítimo,2013-12-31,,1600000.0
SC Beira-Mar,2013-12-31,,1250000.0
GD Estoril Praia,2013-12-31,,0.0
Vitória Guimarães SC,2013-12-31,,300000.0
Gil Vicente FC,2013-12-31,,0.0
Académica Coimbra,2013-12-31,,0.0
FC Paços de Ferreira,2013-12-31,,2000000.0
SC Olhanense,2013-12-31,,2200000.0
SL Benfica,2014-12-31,55750000.0,44300000.0
FC Porto,2014-12-31,34700000.0,81420000.0
SC Braga,2014-12-31,4400000.0,7660000.0
Sporting CP,2014-12-31,3760000.0,35660000.0
CD Nacional,2014-12-31,1400000.0,0.0
Belenenses SAD,2014-12-31,1000000.0,0.0
Vitória Guimarães SC,2014-12-31,500000.0,4750000.0
GD Estoril Praia,2014-12-31,380000.0,3900000.0
Académica Coimbra,2014-12-31,185000.0,1750000.0
CS Marítimo,2014-12-31,150000.0,4000000.0
FC Paços de Ferreira,2014-12-31,125000.0,2750000.0
Rio Ave FC,2014-12-31,70000.0,1000000.0
Vitória Setúbal FC,2014-12-31,50000.0,2049999.9999999998
Gil Vicente FC,2014-12-31,,150000.0
SC Olhanense,2014-12-31,,0.0
FC Arouca,2014-12-31,,0.0
FC Porto,2015-12-31,53700000.0,95960000.0
SL Benfica,2015-12-31,38650000.0,104650000.0
SC Braga,2015-12-31,17900000.0,50000.0
Sporting CP,2015-12-31,10990000.0,31300000.0
CS Marítimo,2015-12-31,475000.0,4000000.0
Rio Ave FC,2015-12-31,200000.0,0.0
Moreirense FC,2015-12-31,,700000.0
CD Nacional,2015-12-31,,4990000.0
Vitória Setúbal FC,2015-12-31,,1000000.0
GD Estoril Praia,2015-12-31,,6530000.0
Vitória Guimarães SC,2015-12-31,,7100000.0
Gil Vicente FC,2015-12-31,,0.0
Belenenses SAD,2015-12-31,,200000.0
Boavista FC,2015-12-31,,0.0
Académica Coimbra,2015-12-31,,0.0
